make,model,customer_type,next_service_due_days,customer_feedback,feedback_score,preferred_channels,personalized_message,customer_cluster
Toyota,Etios,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Retail,121,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford Figo needs maintenance in 121 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Fleet,239,Delayed Pickup,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Aspire needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Innova,Fleet,121,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Toyota Innova. Service due in 121 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Retail,-25,Smooth Process,4,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Toyota Yaris. Service due in -25 days. Book via AutoMoto AI for an extra 10% off!,0
Ford,Aspire,Retail,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,180,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Ford Figo. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Aspire,Corporate,239,Average,2,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Aspire running smooth—service is due in 239. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Honda,Amaze,Corporate,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Amaze running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,180,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Etios,Corporate,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i20,Retail,416,Poor Service,4,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai i20 needs maintenance in 416 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Jazz,Retail,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Retail,91,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Toyota Yaris. Service due in 91 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,EcoSport,Fleet,64,Unresponsive,2,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Ford EcoSport. Service due in 64 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Corporate,5,Smooth Process,4,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Swift. Service due in 5 days. Book via AutoMoto AI for an extra 10% off!,0
Hyundai,i20,Corporate,180,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Fleet,180,Delayed Pickup,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Fleet,386,Poor Service,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Ford Figo needs maintenance in 386 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Amaze,Corporate,32,Poor Service,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Amaze running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Retail,-27,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Baleno. Service due in -27 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,City,Retail,150,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda City. Service due in 150 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Dzire,Corporate,34,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Dzire. Service due in 34 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Fleet,357,Delayed Pickup,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Yaris needs maintenance in 357 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Swift,Retail,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Swift. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Corporate,180,Poor Service,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Honda Jazz needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Fleet,237,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai i10 running smooth—service is due in 237. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Retail,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Corporate,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Retail,180,Poor Service,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Corporate,-57,Average,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Figo running smooth—service is due in -57. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Fleet,239,Poor Service,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Honda City needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Fleet,180,Unresponsive,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Baleno needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Retail,180,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Figo running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Retail,151,Poor Service,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i10 running smooth—service is due in 151. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Maruti,Baleno,Corporate,180,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Corporate,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Corporate,121,Unresponsive,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Etios. Service due in 121 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Corporate,180,Unresponsive,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Fleet,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Hyundai Creta running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Fleet,180,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Corporate,180,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Swift needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Fleet,180,Delayed Pickup,5,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai i10 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Innova,Fleet,180,Poor Service,2,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Honda,Jazz,Fleet,-84,Satisfied,3,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda Jazz. Service due in -84 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Yaris,Fleet,180,Poor Service,2,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Honda,Amaze,Corporate,32,Poor Service,2,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Amaze running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,i20,Corporate,3,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i20 running smooth—service is due in 3. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Fleet,180,Average,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,Amaze,Corporate,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Honda Amaze. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Corporate,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Retail,180,Poor Service,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Fleet,91,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 91. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Fleet,299,Average,1,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Baleno needs maintenance in 299 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,City,Fleet,32,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda City running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Yaris,Retail,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Toyota Yaris. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Retail,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Etios,Fleet,239,Unresponsive,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Toyota Etios needs maintenance in 239 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Corporate,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i20,Retail,180,Delayed Pickup,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai i20 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Maruti,Dzire,Retail,180,Average,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Dzire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Yaris,Corporate,121,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Toyota Yaris. Service due in 121 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Amaze,Retail,-143,Satisfied,4,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda Amaze. Service due in -143 days. Book via AutoMoto AI for an extra 10% off!,0
Toyota,Yaris,Retail,91,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 91. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Amaze,Corporate,32,Average,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Amaze running smooth—service is due in 32. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Retail,121,Unresponsive,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Honda Jazz running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Retail,386,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Swift needs maintenance in 386 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Yaris,Retail,180,Average,2,"['WhatsApp', 'Email']",Hello Retail customer! Your Toyota Yaris needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,City,Fleet,446,Poor Service,4,"['WhatsApp', 'Email']",Hello Fleet customer! Your Honda City needs maintenance in 446 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Retail,180,Unresponsive,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford EcoSport running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Retail,180,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Figo,Retail,-54,Satisfied,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in -54 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,i20,Retail,180,Average,2,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i20 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Toyota,Yaris,Retail,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Corporate,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Baleno needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Figo,Retail,210,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Figo. Service due in 210 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Maruti,Swift,Retail,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Swift. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Retail,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,EcoSport,Corporate,180,Delayed Pickup,5,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford EcoSport needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Etios,Corporate,180,Delayed Pickup,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Etios needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Corporate,180,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,180,Poor Service,1,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford EcoSport running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Toyota,Etios,Corporate,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Etios running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Corporate,180,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Amaze,Corporate,180,Poor Service,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Amaze running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,Jazz,Corporate,180,Delayed Pickup,2,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda Jazz running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI! (Apology: You're eligible for our priority care and a 15% recovery discount.),2
Hyundai,i10,Retail,180,Poor Service,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Baleno,Fleet,356,Smooth Process,2,"['WhatsApp', 'Email']",Hello Fleet customer! Your Maruti Baleno needs maintenance in 356 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Honda,Jazz,Fleet,239,Satisfied,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Honda Jazz. Service due in 239 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Hyundai,Creta,Fleet,356,Poor Service,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai Creta needs maintenance in 356 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Swift,Retail,180,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Maruti Swift. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Aspire,Corporate,121,Delayed Pickup,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Aspire running smooth—service is due in 121. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Aspire,Retail,298,Poor Service,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Ford Aspire needs maintenance in 298 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Yaris,Retail,180,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Innova,Corporate,180,Poor Service,5,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Corporate,180,Delayed Pickup,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford EcoSport needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,EcoSport,Retail,35,Poor Service,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Ford EcoSport running smooth—service is due in 35. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Fleet,180,Unresponsive,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Honda City running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Honda,City,Corporate,326,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Honda City running smooth—service is due in 326. Tap here to confirm your spot with AutoMoto AI!,2
Ford,EcoSport,Fleet,64,Satisfied,4,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Ford EcoSport. Service due in 64 days. Book via AutoMoto AI for an extra 10% off!,0
Ford,Aspire,Retail,180,Unresponsive,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Ford Aspire. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Amaze,Retail,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Honda Amaze. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Aspire,Corporate,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,i10,Fleet,180,Poor Service,3,"['WhatsApp', 'Email']",Hello Fleet customer! Your Hyundai i10 needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Fleet,180,Delayed Pickup,1,"['WhatsApp', 'Phone', 'Email']",Hi Fleet customer! We've lined up special attention for your Maruti Baleno. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Figo,Corporate,180,Unresponsive,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford Figo needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Ford,Aspire,Fleet,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Aspire running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Swift,Retail,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Maruti Swift needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i10,Retail,180,Poor Service,5,"['Email', 'SMS']",Dear valued Retail customer: Keep your Hyundai i10 running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Corporate,61,Smooth Process,1,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Hyundai Creta. Service due in 61 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Innova,Fleet,180,Delayed Pickup,5,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Corporate,34,Delayed Pickup,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Maruti Dzire. Service due in 34 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Honda,Jazz,Retail,445,Unresponsive,3,"['WhatsApp', 'Email']",Hello Retail customer! Your Honda Jazz needs maintenance in 445 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Hyundai,i20,Corporate,180,Smooth Process,2,"['WhatsApp', 'Phone', 'Email']",Hi Corporate customer! We've lined up special attention for your Hyundai i20. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Ford,Aspire,Corporate,180,Poor Service,2,"['WhatsApp', 'Email']",Hello Corporate customer! Your Ford Aspire needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Yaris,Fleet,150,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Toyota Yaris running smooth—service is due in 150. Tap here to confirm your spot with AutoMoto AI!,2
Toyota,Etios,Retail,180,Average,1,"['WhatsApp', 'Phone', 'Email']",Hi Retail customer! We've lined up special attention for your Toyota Etios. Service due in 180 days. Book via AutoMoto AI for an extra 10% off! (Apology: You're eligible for our priority care and a 15% recovery discount.),0
Toyota,Yaris,Corporate,180,Unresponsive,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Toyota Yaris needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Honda,Jazz,Corporate,475,Poor Service,3,"['WhatsApp', 'Email']",Hello Corporate customer! Your Honda Jazz needs maintenance in 475 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Toyota,Yaris,Corporate,180,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Toyota Yaris running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Ford,Figo,Fleet,266,Poor Service,4,"['Email', 'SMS']",Dear valued Fleet customer: Keep your Ford Figo running smooth—service is due in 266. Tap here to confirm your spot with AutoMoto AI!,2
Maruti,Dzire,Corporate,240,Poor Service,4,"['WhatsApp', 'Email']",Hello Corporate customer! Your Maruti Dzire needs maintenance in 240 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy!,1
Maruti,Baleno,Corporate,180,Poor Service,4,"['Email', 'SMS']",Dear valued Corporate customer: Keep your Maruti Baleno running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
Hyundai,Creta,Retail,180,Poor Service,1,"['WhatsApp', 'Email']",Hello Retail customer! Your Hyundai Creta needs maintenance in 180 days. Our team is ready on WhatsApp/Email. Let AutoMoto AI make it easy! (Apology: You're eligible for our priority care and a 15% recovery discount.),1
Toyota,Innova,Retail,180,Delayed Pickup,3,"['Email', 'SMS']",Dear valued Retail customer: Keep your Toyota Innova running smooth—service is due in 180. Tap here to confirm your spot with AutoMoto AI!,2
